,show_id,title,director,cast,country,date_added,release_year,age_certification,duration,listed_in,description_x,index,id,type,description_y,runtime,imdb_id,imdb_score,imdb_votes
2816,s5862,Pee-wee's Big Holiday,John Lee,"Paul Reubens, Joe Manganiello, Jessica Pohly, Alia Shawkat, Stephanie Beatriz, Brad William Henke, Hal Landon Jr., Diane Salinger, Patrick Egan, Tara Buck, Richard Riehle",United States,"March 18, 2016",2016,TV-PG,90 min,"Children & Family Movies, Comedies, Cult Movies",A chance encounter with a mysterious stranger (Joe Manganiello) points Pee-wee toward his destiny – and his first-ever holiday!,1302,tm233317,MOVIE,A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.,90,tt0837156,6.1,7985.0
2817,s5863,Netflix Presents: The Characters,,"Lauren Lapkus, John Early, Henry Zebrowski, Kate Berlant, Natasha Rothwell, Paul W. Downs, Tim Robinson, Dr. Brown",United States,"March 11, 2016",2016,TV-MA,1 Season,TV Comedies,We asked eight up-and-coming comedians for their wildest sketch and improv routines – and got a new comedy series unlike anything else.,1419,ts42628,SHOW,No rules. No expectations. A half hour to make their mark. Eight different comedians each get an episode to show their skills in comedy.,31,tt5228026,5.3,835.0
2818,s5865,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,"Michelle Yeoh, Donnie Yen, Harry Shum Jr., Natasha Liu Bordizzo, Jason Scott Lee, Eugenia Yuan, Roger Yuan, Juju Chan, Chris Pang, Woon Young Park, Darryl Quon","China, United States","February 26, 2016",2016,PG-13,101 min,"Action & Adventure, Romantic Movies",Renowned warrior Yu Shu-Lien comes out of retirement to keep the legendary Green Destiny sword away from villainous warlord Hades Dai.,1264,tm134516,MOVIE,"A story of lost love, young love, a legendary sword and one last opportunity at redemption.",103,tt2652118,6.1,19275.0
2819,s5867,Cooked,,Michael Pollan,United States,"February 19, 2016",2016,TV-14,1 Season,Docuseries,"As he tries his hand at baking, brewing and braising, acclaimed food writer Michael Pollan explores how cooking transforms food and shapes our world.",1412,ts38512,SHOW,"Explored through the lenses of the four natural elements â€“ fire, water, air and earth â€“ COOKED is an enlightening and compelling look at the evolution of what food means to us through the history of food preparation and its universal ability to connect us. Highlighting our primal human need to cook, the series urges a return to the kitchen to reclaim our lost traditions and to forge a deeper, more meaningful connection to the ingredients and cooking techniques that we use to nourish ourselves.",53,tt5347906,7.6,43.0
2820,s5869,Hannibal Buress: Comedy Camisado,Lance Bangs,Hannibal Buress,United States,"February 5, 2016",2016,TV-MA,68 min,Stand-Up Comedy,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine.",1616,tm232931,MOVIE,"He's a kamikaze gambler. A one-arm cuddler. And if his fly is down, so be it. A night of sly riffs and slow burns.",67,tt5352432,6.6,1517.0
2821,s5872,Chelsea Does,,Chelsea Handler,United States,"January 23, 2016",2016,TV-MA,1 Season,"Docuseries, Science & Nature TV","In a provocative documentary series, comedian Chelsea Handler confronts personal and cultural hang-ups around four topics that fascinate her.",1533,ts42260,SHOW,"Comedienne and writer Chelsea Handler discusses the topics of marriage, racism, Silicon Valley, and drugs. Filmed in four parts.",60,tt5275894,7.3,2471.0
2822,s5874,Ip Man,Wilson Yip,"Donnie Yen, Simon Yam, Louis Fan, Lam Ka Tung, Xing Yu, Wong You-nam, Chen Zhi Hui, Lynn Hung, Hiroyuki Ikeuchi","Hong Kong, China","January 15, 2016",2008,R,107 min,"Action & Adventure, Dramas, International Movies","An occupying Japanese general challenges Chinese men to duels to prove the superiority of the Japanese, but Ip Man refuses to fight – at first.",324,tm30205,MOVIE,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",108,tt1220719,8.0,221095.0
2823,s5875,Ip Man 2,Wilson Yip,"Donnie Yen, Sammo Kam-Bo Hung, Huang Xiaoming, Simon Yam, Lynn Hung, Kanin Ngo, Kent Cheng, Darren Shahlavi, Louis Fan, Calvin Ka-Sing Cheng","Hong Kong, China","January 15, 2016",2010,R,108 min,"Action & Adventure, International Movies","New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals' opposition to the Wing Chun fighting style he teaches.",392,tm103095,MOVIE,"Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.",108,tt1386932,7.5,103673.0
2824,s5876,Tom Segura: Mostly Stories,Jay Karas,Tom Segura,United States,"January 8, 2016",2016,TV-MA,74 min,Stand-Up Comedy,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",1492,tm233023,MOVIE,"The bearded, bawdy, and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",73,tt4970632,7.5,3508.0
2825,s5877,Marco Polo: One Hundred Eyes,Alik Sakharov,"Tom Wu, Benedict Wong, Michelle Yeoh",United States,"December 26, 2015",2015,TV-MA,29 min,Movies,A defiant warrior-monk arrives at Kublai Khan's court in chains and soon earns his tragic nickname in this 30-minute origin story.,1336,tm233544,MOVIE,Before he lost his sight. Before he pledged his service to Kublai Khan. Hundred Eyes saw what made him into the deadly assassin who trains Marco Polo.,28,tt5248968,7.8,10742.0
2826,s5878,Sammy & Co,,,France,"December 25, 2015",2014,TV-Y,1 Season,"Kids' TV, TV Comedies","In an underwater village bordering a tropical island, two young turtles and their pals keep their home safe and enjoy adventures in the big, wild sea.",1066,ts67797,SHOW,"A series following the story of young turtles, Ricky and Ella, and their friends, Annabel the Octopus and Pipo the Butterfly Fish. Within the many fun, exciting adventures, we learn that life underwater is quite similar to life on earth and likewise, things rarely go as planned! Even if they live with the wise Sammy in the safe happy setting of a warm reef, our little turtles â€“ just like little kids â€“ wonâ€™t be able to resist the appeal of the big blue ocean!",14,tt2580128,5.6,30.0
2827,s5879,Mike Epps: Don't Take It Personal,L. Frazier,Mike Epps,United States,"December 18, 2015",2015,TV-MA,60 min,Stand-Up Comedy,Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.,1624,tm232267,MOVIE,Mike Epps wastes no time bringing his unapologetic and raunchy swagger to a howling live audience at the historic Orpheum Theater in Los Angeles.,60,tt5339586,4.4,274.0
2828,s5880,The Ridiculous 6,Frank Coraci,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner, Rob Schneider, Luke Wilson, Will Forte, Steve Zahn, Harvey Keitel, Nick Nolte, Jon Lovitz, Whitney Cummings, David Spade, Danny Trejo, Nick Swardson, Blake Shelton, Vanilla Ice, Julia Jones, Saginaw Grant, Lavell Crawford, Steve Buscemi",United States,"December 11, 2015",2015,TV-14,120 min,"Action & Adventure, Comedies","When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",1317,tm214825,MOVIE,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",119,tt2479478,4.8,47935.0
2829,s5882,A Very Murray Christmas,Sofia Coppola,"Bill Murray, Miley Cyrus, George Clooney, Chris Rock, Amy Poehler, Michael Cera, Maya Rudolph, Rashida Jones, Jason Schwartzman, Paul Shaffer, Jenny Lewis, Phoenix",United States,"December 4, 2015",2015,TV-14,57 min,"Comedies, Music & Musicals","Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows.",1368,tm228242,MOVIE,"Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gothamâ€™s Carlyle Hotel to help him â€” dancing and singing in holiday spirit.",56,tt4537842,5.5,15428.0
2830,s5883,Atelier,,"Mirei Kiritani, Mao Daichi, Wakana Sakai, Masako Chiba, Maiko, Ken Kaito, Dori Sakurada, Nicole Ishida, Mayuko Kawakita",Japan,"December 1, 2015",2015,TV-PG,1 Season,"International TV Shows, TV Dramas","A young ""fabric geek"" lands a job at an upscale Japanese lingerie company – and quickly discovers she'll need help to survive.",1522,ts43341,SHOW,"A young ""fabric geek"" lands a job at an upscale Japanese lingerie company â€” and quickly discovers she'll need help to survive.",69,tt2303188,6.3,7.0
2831,s5885,John Mulaney: The Comeback Kid,Rhys Thomas,John Mulaney,United States,"November 13, 2015",2015,TV-MA,62 min,Stand-Up Comedy,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",1383,tm229542,MOVIE,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",62,tt5069564,7.9,8471.0
2832,s5887,Manson Family Vacation,J. Davis,"Jay Duplass, Linas Phillips, Leonora Pitts, Adam Chernick, Davie-Blue, Suzanne Ford, Tobin Bell",United States,"October 27, 2015",2015,TV-MA,85 min,"Comedies, Dramas, Independent Movies","The pleasant family life of an L.A. attorney is disrupted by the sudden arrival of his brother, who is obsessed with the Charles Manson murders.",1470,tm195870,MOVIE,"The story of two brothers: one whoâ€™s devoted to his family, the other whoâ€™s obsessed with the Manson Family.",85,tt4154218,5.8,2965.0
2833,s5890,Results,Andrew Bujalski,"Guy Pearce, Cobie Smulders, Kevin Corrigan, Giovanni Ribisi, Anthony Michael Hall, Brooklyn Decker, Constance Zimmer, Tishuan Scott",United States,"October 22, 2015",2015,R,105 min,"Comedies, Independent Movies","After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer.",1344,tm138792,MOVIE,"Two mismatched personal trainers' lives are upended by the actions of a new, wealthy client.",105,tt3824412,5.4,7073.0
2834,s5892,Beasts of No Nation,Cary Joji Fukunaga,"Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple",United States,"October 16, 2015",2015,TV-MA,137 min,"Dramas, Independent Movies","When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",1271,tm136257,MOVIE,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",137,tt1365050,7.7,80129.0
2835,s5893,Circle,"Aaron Hann, Mario Miscione","Julie Benz, Mercy Malick, Carter Jenkins, Molly Jackson, Michael Nardelli, Sara Sanderson, Kevin Sheridan, Cesar Garcia, Lisa Pelikan, Zachary James Rukavina, Lawrence Kao, Jordi Vilasuso, Kaiwi Lyman-Mersereau, Michael McLafferty, Allegra Masters, Autumn Federici, John Edward Lee, Matt Corboy",United States,"October 16, 2015",2015,TV-MA,86 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",1281,tm206512,MOVIE,"In a massive, mysterious chamber, fifty strangers awaken to find themselves trapped with no memory of how they got there. Organized in an inward-facing circle and unable to move, they quickly learn that every two minutes, one of them must die... executed by a strange device in the center of the room.",87,tt4473464,6.0,52925.0
2836,s5894,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,,"United Kingdom, Ukraine, United States","October 9, 2015",2015,TV-MA,99 min,"Documentaries, International Movies","Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.",1251,tm220594,MOVIE,"A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich.",98,tt4908644,8.3,17710.0
2837,s5895,Anjelah Johnson: Not Fancy,Jay Karas,Anjelah Johnson-Reyes,United States,"October 2, 2015",2015,TV-14,64 min,Stand-Up Comedy,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.",1443,tm227922,MOVIE,"Actress and comedian Anjelah Johnson showcases her hilarious impressions to riff on European Gypsies, Vietnamese manicurists, Mexican moms, and more.",63,tt4199110,5.7,686.0
2838,s5897,Keith Richards: Under the Influence,Morgan Neville,Keith Richards,United States,"September 18, 2015",2015,TV-14,82 min,"Documentaries, Music & Musicals","In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today.",1496,tm225693,MOVIE,"A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer.",82,tt4900018,7.1,3357.0
2839,s5898,Cowspiracy: The Sustainability Secret,"Kip Andersen, Keegan Kuhn",Kip Andersen,United States,"September 15, 2015",2014,TV-PG,90 min,Documentaries,Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.,956,tm151716,MOVIE,"Follow the shocking, yet humorous, journey of an aspiring environmentalist, as he daringly seeks to find the real solution to the most pressing environmental issues and true path to sustainability.",90,tt4344904,8.199999999999998,24845.0
2840,s5899,6 Years,Hannah Fidell,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael",United States,"September 8, 2015",2015,TV-MA,80 min,"Dramas, Independent Movies, Romantic Movies","As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.",1468,tm195764,MOVIE,"A young couple bound by a seemingly ideal love, begins to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.",84,tt3984280,5.6,12441.0
2841,s5902,Tig,"Kristina Goolsby, Ashley York",Tig Notaro,United States,"July 17, 2015",2015,TV-14,92 min,"Documentaries, Stand-Up Comedy",Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.,1382,tm214085,MOVIE,"An intimate documentary that follows Tig Notaro, a Los Angeles based comedian, who just days after being diagnosed with invasive stage II breast cancer changed the course of her career with a poignant stand-up set that became legendary overnight. It explores Tig's extraordinary journey as her career ignites and as her life unfolds in grand and unexpected ways, all the while continuing to battle a life-threatening illness and falling in love.",95,tt3986532,7.4,2649.0
2842,s5904,Creep,Patrick Brice,"Mark Duplass, Patrick Brice",United States,"July 14, 2015",2014,R,78 min,"Horror Movies, Independent Movies, Thrillers","When a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind.",891,tm151807,MOVIE,"Looking for work, Aaron comes across a cryptic online ad: â€œ$1,000 for the day. Filming service. Discretion is appreciated.â€ Low on cash and full of naivetÃ©, he decides to go for it. He drives to a cabin in a remote mountain town where he meets Josef, his cinematic subject for the day. Josef is sincere and the project seems heartfelt, so Aaron begins to film. But as the day goes on, it becomes clear that Josef is not who he says, and his intentions are not at all pure.",77,tt2428170,6.3,52233.0
2843,s5907,"What Happened, Miss Simone?",Liz Garbus,,United States,"June 26, 2015",2015,TV-14,103 min,"Documentaries, Music & Musicals","Using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist Nina Simone.",1279,tm147082,MOVIE,"The film chronicles Nina Simone's journey from child piano prodigy to iconic musician and passionate activist, told in her own words.",101,tt5108670,7.6,13703.0
2844,s5908,Advantageous,Jennifer Phang,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle, Samantha Kim, Troi Zee, Olivia Horton, Jennifer Ikeda, Mercedes Griffeth",United States,"June 23, 2015",2015,TV-MA,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","In order to keep her job at a biomedical engineering firm that prizes youth, a middle-aged woman must submit to a drastic experimental procedure.",1268,tm136321,MOVIE,"In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter, Jules, do all they can to hold on to their joy, despite the instability surfacing in their world.",92,tt4209960,6.2,5378.0
2845,s5910,The Perfect Dictatorship,Luis Estrada,"Damián Alcázar, Alfonso Herrera, Joaquín Cosio, Osvaldo Benavides, Silvia Navarro, Flavio Medina, Saúl Lisazo, Tony Dalton",Mexico,"June 1, 2015",2014,TV-MA,143 min,"Comedies, Dramas, International Movies","After accepting a colossal bribe, a powerful TV conglomerate gins up fake news stories to enhance the image of a notoriously corrupt politician.",1046,tm149747,MOVIE,"TV MX, the most powerful Mexican Television Corporation, discloses a scandalous story involving Governor Carmelo Vargas in serious crimes and illicit business. Governor Vargas worried about his political future, decides to clean his image and negotiates a billionaire secret agreement with the owners of the TV Corporation. Carlos Rojo, an ambitious young news producer, and Ricardo Diaz, TV network star reporter, are responsible for making a dirty campaign to change the image the public has of the corrupt Governor and make him, at any cost, a political star and a great presidential candidate. Mexican Television believes that democracy is a farce and has already placed one President... Will they do it again?",143,tt3970854,7.2,5370.0
2846,s5911,Hot Girls Wanted,"Jill Bauer, Ronna Gradus",,United States,"May 29, 2015",2015,TV-MA,83 min,Documentaries,"This 2015 Sundance Film Festival breakout documentary from producer Rashida Jones spotlights the ""amateur"" porn industry and the women it exploits.",1396,tm193125,MOVIE,A first-ever look at the realities of the professional â€œamateurâ€ porn world and the steady stream of 18-to-19-year old girls entering into it.,84,tt4382552,6.1,17447.0
2847,s5912,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,Jen Kirkman,United States,"May 22, 2015",2015,TV-MA,78 min,Stand-Up Comedy,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special.",1575,tm211273,MOVIE,"Jen Kirkman's Netflix produced stand-up special as performed at the North Door in Austin, Texas.",78,tt4705606,6.8,1506.0
2848,s5914,Chris D'Elia: Incorrigible,Bill D'Elia,Chris D'Elia,United States,"April 17, 2015",2015,TV-MA,84 min,Stand-Up Comedy,Stand-up comedian Chris D'Elia covers everything from how to improve the NFL to why dating is evil and that babies should grow up before they're born.,1691,tm207734,MOVIE,"Comedian and actor Chris Dâ€™Elia, known for his dynamic physical comedy, explains why the NFL would be way more entertaining if it were real lions, bears and Vikings battling each other, that babies are the worst prize ever, and that you should never ask a Cuban directions unless youâ€™re ready for the best time of your life.",83,tt4624852,6.4,1535.0
2849,s5919,Virunga: Gorillas in Peril,,,United States,"February 13, 2015",2015,TV-14,29 min,Documentaries,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.,1692,tm247396,MOVIE,A behind-the-scenes documentary about the gorillas featured in the film Virunga.,28,tt4677816,6.6,32.0
2850,s5920,Iliza Shlesinger: Freezing Hot,,Iliza Shlesinger,,"January 23, 2015",2015,TV-MA,72 min,Stand-Up Comedy,"Smart and brazen comedian Iliza Shlesinger applies her fresh, laugh-out-loud perspective to the universal struggles between men and women.",1585,tm193378,MOVIE,"Smart and brazen comedian Iliza Shlesinger shares her unflinchingly honest observations on the differences between men and women. Filled with hashtag-able catch phrases, this is a laugh-out-loud revelation exposing some of womenâ€™s best kept - and ugliest - secrets, including truths about first date attire, fantasy break-ups and the tireless pursuit of not being cold while still looking hot.",71,tt4074376,6.8,2572.0
2851,s5922,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,Bill Burr,United States,"December 5, 2014",2014,TV-MA,81 min,Stand-Up Comedy,"Bill Burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man.",964,tm149038,MOVIE,"Fresh, unflinching and devastatingly honest, Bill Burr lets loose in this feature length comedy special. Burr shares his essential tips for surviving the zombie apocalypse, exposes how rom-coms ruin great sex and explains how too many childhood hugs may be the ultimate downfall of man.",80,tt3823690,8.3,7954.0
2852,s5926,Virunga,Orlando von Einsiedel,,"United Kingdom,","November 7, 2014",2014,TV-MA,100 min,"Documentaries, International Movies",The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.,981,tm138431,MOVIE,"Virunga in the Democratic Republic of the Congo is Africaâ€™s oldest national park, a UNESCO world heritage site, and a contested ground among insurgencies seeking to topple the government that see untold profits in the land. Among this ongoing power struggle, Virunga also happens to be the last natural habitat for the critically endangered mountain gorilla. The only thing standing in the way of the forces closing in around the gorillas: a handful of passionate park rangers and journalists fighting to secure the parkâ€™s borders and expose the corruption of its enemies. Filled with shocking footage, and anchored by the surprisingly deep and gentle characters of the gorillas themselves, Virunga is a galvanizing call to action around an ongoing political and environmental crisis in the Congo.",90,tt3455224,8.199999999999998,11403.0
2853,s5927,E-Team,"Katy Chevigny, Ross Kauffman",,United States,"October 24, 2014",2014,TV-MA,90 min,Documentaries,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.,1127,tm147405,MOVIE,"E-Team is driven by the high-stakes investigative work of four intrepid human rights workers, offering a rare look at their lives at home and their dramatic work in the field.",88,tt3458282,7.1,873.0
2854,s5928,Wyatt Cenac: Brooklyn,Wyatt Cenac,Wyatt Cenac,United States,"October 21, 2014",2014,TV-MA,68 min,Stand-Up Comedy,Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.,1110,tm159701,MOVIE,Standup special recorded at Union Hall in Brooklyn.,67,tt4286560,6.3,228.0
2855,s5929,Chelsea Handler: Uganda Be Kidding Me Live,James Yukich,Chelsea Handler,United States,"October 10, 2014",2014,TV-MA,71 min,Stand-Up Comedy,"In her first Netflix stand-up comedy special, Chelsea Handler recounts her African adventures (and provides hilarious photographic evidence).",1109,tm155507,MOVIE,"A culmination of Chelsea Handler's stand-up comedy tour in support of her fourth New York Times #1 Bestseller, Uganda Be Kidding Me.",71,tt4079776,5.8,1165.0
2856,s5930,Print the Legend,"Luis Lopez, Clay Tweel",,United States,"September 26, 2014",2014,TV-14,100 min,Documentaries,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.",1051,tm158436,MOVIE,3D printing is changing the world â€“ from printing guns and human organs to dismantling the worldâ€™s industrial infrastructure by enabling home manufacturing. The 3D Printing revolution has begun. Who will make it?,100,tt3703872,7.0,1967.0
2857,s5931,Mission Blue,"Robert Nixon, Fisher Stevens","James Cameron, Michael deGruy, Sylvia Earle, Bryce Groark, Jeremy Jackson, Carl Safina","United States, Bermuda, Ecuador","August 15, 2014",2014,TV-PG,94 min,Documentaries,This documentary follows oceanographer Sylvia Earle's campaign to save the world's oceans from threats such as overfishing and toxic waste.,1018,tm149578,MOVIE,"Feature documentary about legendary oceanographer, marine biologist, environmentalist and National Geographic Explorer-in-Residence Sylvia Earle, and her campaign to create a global network of protected marine sanctuaries",94,tt2004304,7.9,1950.0
2858,s5932,The Battered Bastards of Baseball,"Chapman Way, Maclain Way","Todd Field, Kurt Russell",United States,"July 11, 2014",2014,TV-MA,80 min,"Documentaries, Sports Movies","The colorful true story of the Portland Mavericks, a scrappy, independent baseball team of underdogs started by actor Bing Russell in the 1970s.",943,tm148976,MOVIE,Hollywood veteran Bing Russell creates the only independent baseball team in the countryâ€”alarming the baseball establishment and sparking the meteoric rise of the 1970s Portland Mavericks.,80,tt3445270,8.0,3953.0
2859,s5935,Mitt,Greg Whiteley,Mitt Romney,United States,"January 24, 2014",2014,TV-PG,93 min,Documentaries,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,1026,tm153055,MOVIE,A filmmaker is granted unprecedented access to a political candidate and his family as he runs for President.,93,tt3336722,6.9,2579.0
2860,s5936,The Square,Jehane Noujaim,"Ahmed Hassan, Khalid Abdalla, Magdy Ashour, Ramy Essam, Bothaina Kamel, Dina Abdullah, Aida Elkashef, Ragia Omran, Pierre Seyoufr, Dina Amer, Sherif Boray, Khaled Nagy, Salma Saied, Ahmed Saleh, Alaa Seif","United Kingdom, Egypt, United States","January 17, 2014",2013,TV-MA,105 min,"Documentaries, International Movies","This Emmy-winning, street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments.",972,tm187390,MOVIE,"The Square looks at the hard realities faced day-to-day by people working to build Egyptâ€™s new democracy. Cairoâ€™s Tahrir Square is the heart and soul of the film, which follows several young activists. Armed with values, determination, music, humor, an abundance of social media, and sheer obstinacy, they know that the thorny path to democracy only began with Hosni Mubarekâ€™s fall. The life-and-death struggle between the people and the power of the state is still playing out.",88,tt2486682,8.1,8949.0
2861,s5937,Shrek the Musical,Jason Moore,"Brian d'Arcy James, Daniel Breaker, Sutton Foster, Christopher Sieber, John Tartaglia, Rozi Baker, Ryan Duncan, Leah Greenhaus, Chris Hoch, Marissa O'Donnell, Denny Paschall",United States,"December 29, 2013",2013,TV-G,130 min,"Children & Family Movies, Comedies, Music & Musicals","The greatest fairy tale never told comes to life in this colorful, song-filled, Tony Award-winning Broadway production based on the hit movie.",904,tm237143,MOVIE,Shrek The Musical is a musical with music by Jeanine Tesori and book and lyrics by David Lindsay-Abaire. It is based on the 2001 DreamWorks Animation's film Shrek and William Steig's 1990 book Shrek! It was nominated for 8 Tony Awards including Best Musical.,130,tt3070936,6.9,3634.0
2862,s5938,The Short Game,Josh Greenbaum,"Sky Sudberry, Allan Kournikova, Jed Dy, Zamokuhle Nxasana, Alexa Pano, Amari Avery, Augustin Valery, Kuang Yang, Jack Nicklaus, Gary Player",United States,"December 12, 2013",2013,PG,100 min,"Children & Family Movies, Documentaries, Sports Movies","They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school.",973,tm171929,MOVIE,"Each year, the worldâ€™s best 7 year-old golfers descend on Pinehurst, North Carolina to compete in the World Championships of Junior Golf. The Short Game follows eight of these very young athletes on their quest to become the sportâ€™s next phenom.",100,tt2466830,7.3,1518.0
2863,s5939,Aziz Ansari: Buried Alive,"Will Lovelace, Dylan Southern",Aziz Ansari,United States,"November 1, 2013",2013,TV-MA,80 min,Stand-Up Comedy,"""Parks and Recreation"" star Aziz Ansari takes the stage to share his unfiltered views on adulthood, babies, marriage, love and more in the modern era.",1057,tm175954,MOVIE,"Standup comedian Aziz Ansari (""Parks and Recreation"") headlines his third standup special, where he shares his uniquely hilarious perspective on fears of adulthood, babies, marriage, and more. Ansari's look at life on the cusp of 30 years old is smart, unfiltered, and hysterical.",79,tt2836450,7.2,3980.0
2864,s5943,A Stoning in Fulham County,Larry Elikann,"Ken Olin, Jill Eikenberry, Maureen Mueller, Gregg Henry, Nicholas Pryor, Noble Willingham, Peter Michael Goetz, Ron Perlman, Theodore Bikel, Olivia Burnette, Bill Allen, Brad Pitt",United States,"October 1, 2011",1988,TV-14,95 min,Dramas,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community.",86,tm51083,MOVIE,Religious beliefs clash with the law when an Amish infant is killed in a rural community.,120,tt0096179,5.8,380.0
2865,s5944,Adam: His Song Continues,Robert Markowitz,"Daniel J. Travanti, JoBeth Williams, Richard Masur, Martha Scott, Paul Regina",United States,"October 1, 2011",1986,TV-MA,96 min,Dramas,"After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children.",76,tm258072,MOVIE,"Follows the true story of John and Reve Walsh who, after their child was murdered, fought to raise national awareness of the problem of missing children.",100,tt0090589,7.0,209.0
